"GENE" "SCORE" "CHROM" "DEBUT" "FIN" "POS_GENE" "TAILLE" "SNPs_par_pb" "SOUCHE"
"469" "CBS815.71p_g1457:g" 0 "CBS815.71p_contig_1" 5026381 5026859 5026620 479 0 "S1.PSN1217.h"
"470" "CBS815.71p_g1458:g" 0 "CBS815.71p_contig_1" 5029231 5029783 5029507 553 0 "S1.PSN1217.h"
"471" "CBS815.71p_g1459:g" 0 "CBS815.71p_contig_1" 5031122 5032392 5031757 1271 0 "S1.PSN1217.h"
"472" "CBS815.71p_g146:g" 0 "CBS815.71p_contig_1" 486231 488541 487386 2311 0 "S1.PSN1217.h"
"473" "CBS815.71p_g1460:g" 0 "CBS815.71p_contig_1" 5038980 5039662 5039321 683 0 "S1.PSN1217.h"
"474" "CBS815.71p_g1461:g" 1 "CBS815.71p_contig_1" 5040129 5041890 5041009.5 1762 0.000567536889897843 "S1.PSN1217.h"
"475" "CBS815.71p_g1462:g" 0 "CBS815.71p_contig_1" 5042640 5042968 5042804 329 0 "S1.PSN1217.h"
"476" "CBS815.71p_g1463:g" 0 "CBS815.71p_contig_1" 5044513 5045503 5045008 991 0 "S1.PSN1217.h"
"477" "CBS815.71p_g1464:g" 0 "CBS815.71p_contig_1" 5052663 5053847 5053255 1185 0 "S1.PSN1217.h"
"478" "CBS815.71p_g1465:g" 0 "CBS815.71p_contig_1" 5066768 5068121 5067444.5 1354 0 "S1.PSN1217.h"
"479" "CBS815.71p_g1466:g" 0 "CBS815.71p_contig_1" 5071015 5072754 5071884.5 1740 0 "S1.PSN1217.h"
"480" "CBS815.71p_g1467:g" 3 "CBS815.71p_contig_1" 5074135 5075741 5074938 1607 0.00186683260734287 "S1.PSN1217.h"
"481" "CBS815.71p_g1468:g" 1 "CBS815.71p_contig_1" 5076939 5079423 5078181 2485 0.000402414486921529 "S1.PSN1217.h"
"482" "CBS815.71p_g1469:g" 0 "CBS815.71p_contig_1" 5080259 5080827 5080543 569 0 "S1.PSN1217.h"
"483" "CBS815.71p_g147:g" 0 "CBS815.71p_contig_1" 491191 492473 491832 1283 0 "S1.PSN1217.h"
"484" "CBS815.71p_g1470:g" 0 "CBS815.71p_contig_1" 5082694 5085165 5083929.5 2472 0 "S1.PSN1217.h"
"485" "CBS815.71p_g1471:g" 1 "CBS815.71p_contig_1" 5087471 5090267 5088869 2797 0.000357525920629246 "S1.PSN1217.h"
"486" "CBS815.71p_g1472:g" 0 "CBS815.71p_contig_1" 5092428 5092888 5092658 461 0 "S1.PSN1217.h"
"487" "CBS815.71p_g1473:g" 1 "CBS815.71p_contig_1" 5096832 5098189 5097510.5 1358 0.000736377025036819 "S1.PSN1217.h"
"488" "CBS815.71p_g1474:g" 0 "CBS815.71p_contig_1" 5098861 5099930 5099395.5 1070 0 "S1.PSN1217.h"
"489" "CBS815.71p_g1475:g" 1 "CBS815.71p_contig_1" 5102654 5104732 5103693 2079 0.000481000481000481 "S1.PSN1217.h"
"490" "CBS815.71p_g1476:g" 0 "CBS815.71p_contig_1" 5107241 5108687 5107964 1447 0 "S1.PSN1217.h"
"491" "CBS815.71p_g1477:g" 0 "CBS815.71p_contig_1" 5109271 5110455 5109863 1185 0 "S1.PSN1217.h"
"492" "CBS815.71p_g1478:g" 0 "CBS815.71p_contig_1" 5112659 5116426 5114542.5 3768 0 "S1.PSN1217.h"
"493" "CBS815.71p_g1479:g" 0 "CBS815.71p_contig_1" 5121536 5123968 5122752 2433 0 "S1.PSN1217.h"
"494" "CBS815.71p_g148:g" 0 "CBS815.71p_contig_1" 493103 494860 493981.5 1758 0 "S1.PSN1217.h"
"495" "CBS815.71p_g1480:g" 1 "CBS815.71p_contig_1" 5137421 5139004 5138212.5 1584 0.000631313131313131 "S1.PSN1217.h"
"496" "CBS815.71p_g1481:g" 0 "CBS815.71p_contig_1" 5139844 5141484 5140664 1641 0 "S1.PSN1217.h"
"497" "CBS815.71p_g1482:g" 0 "CBS815.71p_contig_1" 5142211 5142813 5142512 603 0 "S1.PSN1217.h"
"498" "CBS815.71p_g1483:g" 0 "CBS815.71p_contig_1" 5149794 5150453 5150123.5 660 0 "S1.PSN1217.h"
"499" "CBS815.71p_g1484:g" 0 "CBS815.71p_contig_1" 5150768 5151561 5151164.5 794 0 "S1.PSN1217.h"
"500" "CBS815.71p_g1485:g" 0 "CBS815.71p_contig_1" 5151928 5153202 5152565 1275 0 "S1.PSN1217.h"
"501" "CBS815.71p_g1486:g" 1 "CBS815.71p_contig_1" 5153690 5154787 5154238.5 1098 0.000910746812386157 "S1.PSN1217.h"
"502" "CBS815.71p_g1487:g" 5 "CBS815.71p_contig_1" 5161757 5167371 5164564 5615 0.000890471950133571 "S1.PSN1217.h"
"503" "CBS815.71p_g1488:g" 2 "CBS815.71p_contig_1" 5168357 5169487 5168922 1131 0.0017683465959328 "S1.PSN1217.h"
"504" "CBS815.71p_g1489:g" 0 "CBS815.71p_contig_1" 5169799 5170914 5170356.5 1116 0 "S1.PSN1217.h"
"505" "CBS815.71p_g149:g" 0 "CBS815.71p_contig_1" 497636 498473 498054.5 838 0 "S1.PSN1217.h"
"506" "CBS815.71p_g1490:g" 1 "CBS815.71p_contig_1" 5171755 5175127 5173441 3373 0.000296471983397569 "S1.PSN1217.h"
"507" "CBS815.71p_g1491:g" 1 "CBS815.71p_contig_1" 5177021 5177971 5177496 951 0.0010515247108307 "S1.PSN1217.h"
"508" "CBS815.71p_g1493:g" 3 "CBS815.71p_contig_1" 5183225 5185414 5184319.5 2190 0.00136986301369863 "S1.PSN1217.h"
"509" "CBS815.71p_g1494:g" 0 "CBS815.71p_contig_1" 5186078 5186889 5186483.5 812 0 "S1.PSN1217.h"
"510" "CBS815.71p_g1495:g" 10 "CBS815.71p_contig_1" 5187241 5189699 5188470 2459 0.00406669377795852 "S1.PSN1217.h"
"511" "CBS815.71p_g1496:g" 0 "CBS815.71p_contig_1" 5190640 5193211 5191925.5 2572 0 "S1.PSN1217.h"
"512" "CBS815.71p_g1497:g" 9 "CBS815.71p_contig_1" 5194458 5199495 5196976.5 5038 0.0017864231838031 "S1.PSN1217.h"
"513" "CBS815.71p_g1498:g" 1 "CBS815.71p_contig_1" 5199848 5200741 5200294.5 894 0.00111856823266219 "S1.PSN1217.h"
"514" "CBS815.71p_g1499:g" 1 "CBS815.71p_contig_1" 5201278 5203392 5202335 2115 0.000472813238770686 "S1.PSN1217.h"
"515" "CBS815.71p_g15:g" 0 "CBS815.71p_contig_1" 78088 81523 79805.5 3436 0 "S1.PSN1217.h"
"516" "CBS815.71p_g150:g" 0 "CBS815.71p_contig_1" 502417 503375 502896 959 0 "S1.PSN1217.h"
"517" "CBS815.71p_g1500:g" 0 "CBS815.71p_contig_1" 5204983 5205631 5205307 649 0 "S1.PSN1217.h"
"518" "CBS815.71p_g1501:g" 0 "CBS815.71p_contig_1" 5205787 5206280 5206033.5 494 0 "S1.PSN1217.h"
"519" "CBS815.71p_g1502:g" 0 "CBS815.71p_contig_1" 5207335 5208276 5207805.5 942 0 "S1.PSN1217.h"
"520" "CBS815.71p_g1503:g" 0 "CBS815.71p_contig_1" 5210528 5211491 5211009.5 964 0 "S1.PSN1217.h"
"521" "CBS815.71p_g1504:g" 2 "CBS815.71p_contig_1" 5217601 5218810 5218205.5 1210 0.00165289256198347 "S1.PSN1217.h"
"522" "CBS815.71p_g1505:g" 1 "CBS815.71p_contig_1" 5219344 5220274 5219809 931 0.00107411385606874 "S1.PSN1217.h"
"523" "CBS815.71p_g1506:g" 5 "CBS815.71p_contig_1" 5227519 5230089 5228804 2571 0.00194476857253987 "S1.PSN1217.h"
"524" "CBS815.71p_g1507:g" 2 "CBS815.71p_contig_1" 5230706 5231717 5231211.5 1012 0.00197628458498024 "S1.PSN1217.h"
"525" "CBS815.71p_g1508:g" 0 "CBS815.71p_contig_1" 5232463 5233648 5233055.5 1186 0 "S1.PSN1217.h"
"526" "CBS815.71p_g1509:g" 0 "CBS815.71p_contig_1" 5234084 5234781 5234432.5 698 0 "S1.PSN1217.h"
"527" "CBS815.71p_g151:g" 0 "CBS815.71p_contig_1" 506322 508148 507235 1827 0 "S1.PSN1217.h"
"528" "CBS815.71p_g1510:g" 0 "CBS815.71p_contig_1" 5235774 5237360 5236567 1587 0 "S1.PSN1217.h"
"529" "CBS815.71p_g1511:g" 0 "CBS815.71p_contig_1" 5237381 5238505 5237943 1125 0 "S1.PSN1217.h"
"530" "CBS815.71p_g1512:g" 3 "CBS815.71p_contig_1" 5239894 5241039 5240466.5 1146 0.00261780104712042 "S1.PSN1217.h"
"531" "CBS815.71p_g1513:g" 2 "CBS815.71p_contig_1" 5246093 5248316 5247204.5 2224 0.000899280575539568 "S1.PSN1217.h"
"532" "CBS815.71p_g1514:g" 0 "CBS815.71p_contig_1" 5255986 5257798 5256892 1813 0 "S1.PSN1217.h"
"533" "CBS815.71p_g1515:g" 1 "CBS815.71p_contig_1" 5260165 5261535 5260850 1371 0.000729394602479942 "S1.PSN1217.h"
"534" "CBS815.71p_g1516:g" 1 "CBS815.71p_contig_1" 5262589 5264256 5263422.5 1668 0.000599520383693046 "S1.PSN1217.h"
"535" "CBS815.71p_g1517:g" 2 "CBS815.71p_contig_1" 5265666 5267931 5266798.5 2266 0.00088261253309797 "S1.PSN1217.h"
"536" "CBS815.71p_g1518:g" 3 "CBS815.71p_contig_1" 5268527 5271567 5270047 3041 0.000986517592897073 "S1.PSN1217.h"
"537" "CBS815.71p_g1519:g" 1 "CBS815.71p_contig_1" 5272319 5273677 5272998 1359 0.000735835172921266 "S1.PSN1217.h"
"538" "CBS815.71p_g152:g" 0 "CBS815.71p_contig_1" 514159 516142 515150.5 1984 0 "S1.PSN1217.h"
"539" "CBS815.71p_g1520:g" 0 "CBS815.71p_contig_1" 5274436 5275708 5275072 1273 0 "S1.PSN1217.h"
"540" "CBS815.71p_g1521:g" 0 "CBS815.71p_contig_1" 5279212 5280337 5279774.5 1126 0 "S1.PSN1217.h"
"541" "CBS815.71p_g1522:g" 1 "CBS815.71p_contig_1" 5282943 5284901 5283922 1959 0.000510464522715671 "S1.PSN1217.h"
"542" "CBS815.71p_g1523:g" 0 "CBS815.71p_contig_1" 5287346 5288377 5287861.5 1032 0 "S1.PSN1217.h"
"543" "CBS815.71p_g1525:g" 0 "CBS815.71p_contig_1" 5292157 5294196 5293176.5 2040 0 "S1.PSN1217.h"
"544" "CBS815.71p_g1526:g" 0 "CBS815.71p_contig_1" 5297680 5299268 5298474 1589 0 "S1.PSN1217.h"
"545" "CBS815.71p_g1527:g" 1 "CBS815.71p_contig_1" 5300763 5302262 5301512.5 1500 0.000666666666666667 "S1.PSN1217.h"
"546" "CBS815.71p_g1528:g" 0 "CBS815.71p_contig_1" 5302755 5303161 5302958 407 0 "S1.PSN1217.h"
"547" "CBS815.71p_g1529:g" 0 "CBS815.71p_contig_1" 5303478 5304660 5304069 1183 0 "S1.PSN1217.h"
"548" "CBS815.71p_g153:g" 0 "CBS815.71p_contig_1" 517804 518666 518235 863 0 "S1.PSN1217.h"
"549" "CBS815.71p_g1530:g" 2 "CBS815.71p_contig_1" 5305026 5308330 5306678 3305 0.000605143721633888 "S1.PSN1217.h"
"550" "CBS815.71p_g1531:g" 0 "CBS815.71p_contig_1" 5308995 5310833 5309914 1839 0 "S1.PSN1217.h"
"551" "CBS815.71p_g1532:g" 2 "CBS815.71p_contig_1" 5313602 5315074 5314338 1473 0.00135777325186694 "S1.PSN1217.h"
"552" "CBS815.71p_g1534:g" 0 "CBS815.71p_contig_1" 5317037 5317954 5317495.5 918 0 "S1.PSN1217.h"
"553" "CBS815.71p_g1535:g" 0 "CBS815.71p_contig_1" 5319724 5321010 5320367 1287 0 "S1.PSN1217.h"
"554" "CBS815.71p_g1536:g" 0 "CBS815.71p_contig_1" 5322079 5324862 5323470.5 2784 0 "S1.PSN1217.h"
"555" "CBS815.71p_g1537:g" 1 "CBS815.71p_contig_1" 5328016 5329284 5328650 1269 0.000788022064617809 "S1.PSN1217.h"
"556" "CBS815.71p_g1538:g" 0 "CBS815.71p_contig_1" 5329893 5330815 5330354 923 0 "S1.PSN1217.h"
"557" "CBS815.71p_g1539:g" 0 "CBS815.71p_contig_1" 5332034 5332958 5332496 925 0 "S1.PSN1217.h"
"558" "CBS815.71p_g154:g" 0 "CBS815.71p_contig_1" 520067 520520 520293.5 454 0 "S1.PSN1217.h"
"559" "CBS815.71p_g1540:g" 0 "CBS815.71p_contig_1" 5333377 5334062 5333719.5 686 0 "S1.PSN1217.h"
"560" "CBS815.71p_g1541:g" 1 "CBS815.71p_contig_1" 5335695 5337343 5336519 1649 0.000606428138265616 "S1.PSN1217.h"
"561" "CBS815.71p_g1542:g" 0 "CBS815.71p_contig_1" 5338047 5339039 5338543 993 0 "S1.PSN1217.h"
"562" "CBS815.71p_g1543:g" 0 "CBS815.71p_contig_1" 5339279 5339883 5339581 605 0 "S1.PSN1217.h"
"563" "CBS815.71p_g1544:g" 1 "CBS815.71p_contig_1" 5343084 5344949 5344016.5 1866 0.000535905680600214 "S1.PSN1217.h"
"564" "CBS815.71p_g1545:g" 4 "CBS815.71p_contig_1" 5347032 5349139 5348085.5 2108 0.00189753320683112 "S1.PSN1217.h"
"565" "CBS815.71p_g1546:g" 2 "CBS815.71p_contig_1" 5350866 5353895 5352380.5 3030 0.00066006600660066 "S1.PSN1217.h"
"566" "CBS815.71p_g1547:g" 1 "CBS815.71p_contig_1" 5355939 5359004 5357471.5 3066 0.000326157860404436 "S1.PSN1217.h"
"567" "CBS815.71p_g1548:g" 0 "CBS815.71p_contig_1" 5359778 5360369 5360073.5 592 0 "S1.PSN1217.h"
"568" "CBS815.71p_g1549:g" 0 "CBS815.71p_contig_1" 5361196 5363261 5362228.5 2066 0 "S1.PSN1217.h"
"569" "CBS815.71p_g155:g" 0 "CBS815.71p_contig_1" 522641 524509 523575 1869 0 "S1.PSN1217.h"
"570" "CBS815.71p_g1550:g" 1 "CBS815.71p_contig_1" 5365789 5367835 5366812 2047 0.000488519785051295 "S1.PSN1217.h"
"571" "CBS815.71p_g1551:g" 0 "CBS815.71p_contig_1" 5368307 5369258 5368782.5 952 0 "S1.PSN1217.h"
"572" "CBS815.71p_g1552:g" 0 "CBS815.71p_contig_1" 5370036 5370814 5370425 779 0 "S1.PSN1217.h"
"573" "CBS815.71p_g1553:g" 4 "CBS815.71p_contig_1" 5371504 5373075 5372289.5 1572 0.00254452926208651 "S1.PSN1217.h"
"574" "CBS815.71p_g1554:g" 1 "CBS815.71p_contig_1" 5373663 5375040 5374351.5 1378 0.000725689404934688 "S1.PSN1217.h"
"575" "CBS815.71p_g1555:g" 1 "CBS815.71p_contig_1" 5375438 5377128 5376283 1691 0.000591366055588409 "S1.PSN1217.h"
"576" "CBS815.71p_g1556:g" 1 "CBS815.71p_contig_1" 5380570 5382289 5381429.5 1720 0.000581395348837209 "S1.PSN1217.h"
"577" "CBS815.71p_g1557:g" 0 "CBS815.71p_contig_1" 5383672 5385349 5384510.5 1678 0 "S1.PSN1217.h"
"578" "CBS815.71p_g1558:g" 1 "CBS815.71p_contig_1" 5386379 5386924 5386651.5 546 0.00183150183150183 "S1.PSN1217.h"
"579" "CBS815.71p_g156:g" 0 "CBS815.71p_contig_1" 525095 527549 526322 2455 0 "S1.PSN1217.h"
"580" "CBS815.71p_g1560:g" 0 "CBS815.71p_contig_1" 5388708 5389972 5389340 1265 0 "S1.PSN1217.h"
"581" "CBS815.71p_g1561:g" 4 "CBS815.71p_contig_1" 5391211 5393505 5392358 2295 0.00174291938997821 "S1.PSN1217.h"
"582" "CBS815.71p_g1563:g" 0 "CBS815.71p_contig_1" 5397741 5399360 5398550.5 1620 0 "S1.PSN1217.h"
"583" "CBS815.71p_g1564:g" 2 "CBS815.71p_contig_1" 5399529 5400745 5400137 1217 0.00164338537387017 "S1.PSN1217.h"
"584" "CBS815.71p_g1565:g" 5 "CBS815.71p_contig_1" 5401251 5402166 5401708.5 916 0.00545851528384279 "S1.PSN1217.h"
"585" "CBS815.71p_g1566:g" 0 "CBS815.71p_contig_1" 5402363 5402957 5402660 595 0 "S1.PSN1217.h"
"586" "CBS815.71p_g1567:g" 5 "CBS815.71p_contig_1" 5403363 5404898 5404130.5 1536 0.00325520833333333 "S1.PSN1217.h"
"587" "CBS815.71p_g1568:g" 2 "CBS815.71p_contig_1" 5405742 5406257 5405999.5 516 0.00387596899224806 "S1.PSN1217.h"
"588" "CBS815.71p_g1569:g" 1 "CBS815.71p_contig_1" 5407043 5407642 5407342.5 600 0.00166666666666667 "S1.PSN1217.h"
"589" "CBS815.71p_g157:g" 0 "CBS815.71p_contig_1" 533623 535415 534519 1793 0 "S1.PSN1217.h"
"590" "CBS815.71p_g1570:g" 5 "CBS815.71p_contig_1" 5407917 5409563 5408740 1647 0.00303582270795386 "S1.PSN1217.h"
"591" "CBS815.71p_g1571:g" 8 "CBS815.71p_contig_1" 5410064 5411303 5410683.5 1240 0.00645161290322581 "S1.PSN1217.h"
"592" "CBS815.71p_g1572:g" 2 "CBS815.71p_contig_1" 5411334 5413015 5412174.5 1682 0.00118906064209275 "S1.PSN1217.h"
"593" "CBS815.71p_g1573:g" 0 "CBS815.71p_contig_1" 5415626 5416584 5416105 959 0 "S1.PSN1217.h"
"594" "CBS815.71p_g1574:g" 0 "CBS815.71p_contig_1" 5417439 5418765 5418102 1327 0 "S1.PSN1217.h"
"595" "CBS815.71p_g1575:g" 3 "CBS815.71p_contig_1" 5419622 5420916 5420269 1295 0.00231660231660232 "S1.PSN1217.h"
"596" "CBS815.71p_g1576:g" 7 "CBS815.71p_contig_1" 5422004 5423630 5422817 1627 0.00430239704978488 "S1.PSN1217.h"
"597" "CBS815.71p_g1577:g" 0 "CBS815.71p_contig_1" 5430012 5431192 5430602 1181 0 "S1.PSN1217.h"
"598" "CBS815.71p_g1578:g" 4 "CBS815.71p_contig_1" 5434532 5436460 5435496 1929 0.00207361327112494 "S1.PSN1217.h"
"599" "CBS815.71p_g1579:g" 3 "CBS815.71p_contig_1" 5439470 5440431 5439950.5 962 0.00311850311850312 "S1.PSN1217.h"
"600" "CBS815.71p_g158:g" 0 "CBS815.71p_contig_1" 536308 536784 536546 477 0 "S1.PSN1217.h"
"601" "CBS815.71p_g1580:g" 8 "CBS815.71p_contig_1" 5444504 5448086 5446295 3583 0.00223276583868267 "S1.PSN1217.h"
"602" "CBS815.71p_g1581:g" 1 "CBS815.71p_contig_1" 5450213 5455062 5452637.5 4850 0.000206185567010309 "S1.PSN1217.h"
"603" "CBS815.71p_g1582:g" 0 "CBS815.71p_contig_1" 5456662 5458332 5457497 1671 0 "S1.PSN1217.h"
"604" "CBS815.71p_g1583:g" 0 "CBS815.71p_contig_1" 5460020 5461766 5460893 1747 0 "S1.PSN1217.h"
"605" "CBS815.71p_g1584:g" 0 "CBS815.71p_contig_1" 5471944 5472741 5472342.5 798 0 "S1.PSN1217.h"
"606" "CBS815.71p_g1585:g" 3 "CBS815.71p_contig_1" 5481070 5481721 5481395.5 652 0.00460122699386503 "S1.PSN1217.h"
"607" "CBS815.71p_g1586:g" 0 "CBS815.71p_contig_1" 5485890 5486760 5486325 871 0 "S1.PSN1217.h"
"608" "CBS815.71p_g1587:g" 2 "CBS815.71p_contig_1" 5491906 5492692 5492299 787 0.00254129606099111 "S1.PSN1217.h"
"609" "CBS815.71p_g1588:g" 4 "CBS815.71p_contig_1" 5493747 5495500 5494623.5 1754 0.00228050171037628 "S1.PSN1217.h"
"610" "CBS815.71p_g1589:g" 0 "CBS815.71p_contig_1" 5496639 5497592 5497115.5 954 0 "S1.PSN1217.h"
"611" "CBS815.71p_g159:g" 0 "CBS815.71p_contig_1" 539412 544390 541901 4979 0 "S1.PSN1217.h"
"612" "CBS815.71p_g1590:g" 6 "CBS815.71p_contig_1" 5498089 5500176 5499132.5 2088 0.0028735632183908 "S1.PSN1217.h"
"613" "CBS815.71p_g1591:g" 5 "CBS815.71p_contig_1" 5504369 5509089 5506729 4721 0.00105909764880322 "S1.PSN1217.h"
"614" "CBS815.71p_g1592:g" 4 "CBS815.71p_contig_1" 5509537 5513215 5511376 3679 0.0010872519706442 "S1.PSN1217.h"
"615" "CBS815.71p_g1593:g" 2 "CBS815.71p_contig_1" 5514481 5520844 5517662.5 6364 0.000314267756128221 "S1.PSN1217.h"
"616" "CBS815.71p_g1594:g" 1 "CBS815.71p_contig_1" 5522289 5523733 5523011 1445 0.00069204152249135 "S1.PSN1217.h"
"617" "CBS815.71p_g1595:g" 1 "CBS815.71p_contig_1" 5523840 5525353 5524596.5 1514 0.000660501981505945 "S1.PSN1217.h"
"618" "CBS815.71p_g1596:g" 1 "CBS815.71p_contig_1" 5525823 5527704 5526763.5 1882 0.00053134962805526 "S1.PSN1217.h"
"619" "CBS815.71p_g1597:g" 0 "CBS815.71p_contig_1" 5529073 5529586 5529329.5 514 0 "S1.PSN1217.h"
"620" "CBS815.71p_g1598:g" 13 "CBS815.71p_contig_1" 5536402 5539588 5537995 3187 0.00407907122685911 "S1.PSN1217.h"
"621" "CBS815.71p_g1599:g" 2 "CBS815.71p_contig_1" 5542155 5543286 5542720.5 1132 0.00176678445229682 "S1.PSN1217.h"
"622" "CBS815.71p_g160:g" 0 "CBS815.71p_contig_1" 547358 548314 547836 957 0 "S1.PSN1217.h"
"623" "CBS815.71p_g1600:g" 3 "CBS815.71p_contig_1" 5543756 5545534 5544645 1779 0.00168634064080944 "S1.PSN1217.h"
"624" "CBS815.71p_g1601:g" 3 "CBS815.71p_contig_1" 5546594 5547993 5547293.5 1400 0.00214285714285714 "S1.PSN1217.h"
"625" "CBS815.71p_g1602:g" 2 "CBS815.71p_contig_1" 5549654 5551126 5550390 1473 0.00135777325186694 "S1.PSN1217.h"
"626" "CBS815.71p_g1603:g" 2 "CBS815.71p_contig_1" 5551771 5554614 5553192.5 2844 0.00070323488045007 "S1.PSN1217.h"
"627" "CBS815.71p_g1604:g" 4 "CBS815.71p_contig_1" 5558209 5560314 5559261.5 2106 0.00189933523266857 "S1.PSN1217.h"
"628" "CBS815.71p_g1605:g" 0 "CBS815.71p_contig_1" 5560591 5562047 5561319 1457 0 "S1.PSN1217.h"
"629" "CBS815.71p_g1606:g" 0 "CBS815.71p_contig_1" 5569691 5571791 5570741 2101 0 "S1.PSN1217.h"
"630" "CBS815.71p_g1607:g" 0 "CBS815.71p_contig_1" 5573287 5573822 5573554.5 536 0 "S1.PSN1217.h"
"631" "CBS815.71p_g1608:g" 1 "CBS815.71p_contig_1" 5575754 5578533 5577143.5 2780 0.000359712230215827 "S1.PSN1217.h"
"632" "CBS815.71p_g1609:g" 0 "CBS815.71p_contig_1" 5582753 5585594 5584173.5 2842 0 "S1.PSN1217.h"
"633" "CBS815.71p_g161:g" 0 "CBS815.71p_contig_1" 549729 550309 550019 581 0 "S1.PSN1217.h"
"634" "CBS815.71p_g1610:g" 1 "CBS815.71p_contig_1" 5587106 5588021 5587563.5 916 0.00109170305676856 "S1.PSN1217.h"
"635" "CBS815.71p_g1611:g" 1 "CBS815.71p_contig_1" 5588777 5590890 5589833.5 2114 0.000473036896877956 "S1.PSN1217.h"
"636" "CBS815.71p_g1612:g" 0 "CBS815.71p_contig_1" 5594933 5595828 5595380.5 896 0 "S1.PSN1217.h"
"637" "CBS815.71p_g1613:g" 0 "CBS815.71p_contig_1" 5597681 5598439 5598060 759 0 "S1.PSN1217.h"
"638" "CBS815.71p_g1614:g" 1 "CBS815.71p_contig_1" 5598765 5602702 5600733.5 3938 0.000253936008125952 "S1.PSN1217.h"
"639" "CBS815.71p_g1615:g" 0 "CBS815.71p_contig_1" 5604364 5604933 5604648.5 570 0 "S1.PSN1217.h"
"640" "CBS815.71p_g1616:g" 0 "CBS815.71p_contig_1" 5605258 5606385 5605821.5 1128 0 "S1.PSN1217.h"
"641" "CBS815.71p_g1617:g" 6 "CBS815.71p_contig_1" 5608264 5610171 5609217.5 1908 0.00314465408805031 "S1.PSN1217.h"
"642" "CBS815.71p_g1618:g" 0 "CBS815.71p_contig_1" 5610801 5612630 5611715.5 1830 0 "S1.PSN1217.h"
"643" "CBS815.71p_g1619:g" 5 "CBS815.71p_contig_1" 5613740 5614653 5614196.5 914 0.00547045951859956 "S1.PSN1217.h"
"644" "CBS815.71p_g162:g" 0 "CBS815.71p_contig_1" 551999 553165 552582 1167 0 "S1.PSN1217.h"
"645" "CBS815.71p_g1620:g" 2 "CBS815.71p_contig_1" 5617036 5617698 5617367 663 0.00301659125188537 "S1.PSN1217.h"
"646" "CBS815.71p_g1621:g" 1 "CBS815.71p_contig_1" 5620273 5621778 5621025.5 1506 0.000664010624169987 "S1.PSN1217.h"
"647" "CBS815.71p_g1622:g" 0 "CBS815.71p_contig_1" 5626548 5628254 5627401 1707 0 "S1.PSN1217.h"
"648" "CBS815.71p_g1623:g" 7 "CBS815.71p_contig_1" 5628694 5633538 5631116 4845 0.00144478844169247 "S1.PSN1217.h"
"649" "CBS815.71p_g1624:g" 1 "CBS815.71p_contig_1" 5636959 5639046 5638002.5 2088 0.000478927203065134 "S1.PSN1217.h"
"650" "CBS815.71p_g1625:g" 10 "CBS815.71p_contig_1" 5640155 5646357 5643256 6203 0.0016121231662099 "S1.PSN1217.h"
"651" "CBS815.71p_g1626:g" 0 "CBS815.71p_contig_1" 5649281 5649882 5649581.5 602 0 "S1.PSN1217.h"
"652" "CBS815.71p_g1627:g" 0 "CBS815.71p_contig_1" 5651179 5651550 5651364.5 372 0 "S1.PSN1217.h"
"653" "CBS815.71p_g1628:g" 0 "CBS815.71p_contig_1" 5657225 5657601 5657413 377 0 "S1.PSN1217.h"
"654" "CBS815.71p_g1629:g" 0 "CBS815.71p_contig_1" 5659251 5660012 5659631.5 762 0 "S1.PSN1217.h"
"655" "CBS815.71p_g163:g" 0 "CBS815.71p_contig_1" 557721 560628 559174.5 2908 0 "S1.PSN1217.h"
"656" "CBS815.71p_g1630:g" 1 "CBS815.71p_contig_1" 5662761 5664902 5663831.5 2142 0.000466853408029879 "S1.PSN1217.h"
"657" "CBS815.71p_g1631:g" 2 "CBS815.71p_contig_1" 5666103 5667216 5666659.5 1114 0.00179533213644524 "S1.PSN1217.h"
"658" "CBS815.71p_g1632:g" 3 "CBS815.71p_contig_1" 5672894 5674724 5673809 1831 0.00163844893500819 "S1.PSN1217.h"
"659" "CBS815.71p_g1633:g" 15 "CBS815.71p_contig_1" 5676981 5681015 5678998 4035 0.00371747211895911 "S1.PSN1217.h"
"660" "CBS815.71p_g1634:g" 2 "CBS815.71p_contig_1" 5681650 5682859 5682254.5 1210 0.00165289256198347 "S1.PSN1217.h"
"661" "CBS815.71p_g1635:g" 0 "CBS815.71p_contig_1" 5683803 5684501 5684152 699 0 "S1.PSN1217.h"
"662" "CBS815.71p_g1636:g" 1 "CBS815.71p_contig_1" 5685730 5686404 5686067 675 0.00148148148148148 "S1.PSN1217.h"
"663" "CBS815.71p_g1637:g" 1 "CBS815.71p_contig_1" 5687281 5687612 5687446.5 332 0.00301204819277108 "S1.PSN1217.h"
"664" "CBS815.71p_g1638:g" 0 "CBS815.71p_contig_1" 5692695 5695990 5694342.5 3296 0 "S1.PSN1217.h"
"665" "CBS815.71p_g1639:g" 2 "CBS815.71p_contig_1" 5698743 5701232 5699987.5 2490 0.000803212851405623 "S1.PSN1217.h"
"666" "CBS815.71p_g164:g" 0 "CBS815.71p_contig_1" 560625 561490 561057.5 866 0 "S1.PSN1217.h"
"667" "CBS815.71p_g1641:g" 0 "CBS815.71p_contig_1" 5711604 5712530 5712067 927 0 "S1.PSN1217.h"
"668" "CBS815.71p_g1642:g" 1 "CBS815.71p_contig_1" 5713980 5714289 5714134.5 310 0.0032258064516129 "S1.PSN1217.h"
